Name,Start,End,Size
Em14_R1_wait_air,0x0046D300,0x0046D304,4
Em14_R1_br_fall,0x0046D610,0x0046D618,8
Em14_R1_fall,0x0046D620,0x0046D690,108
Em14_R1_br_landing,0x0046D720,0x0046D728,8
Em14_R1_landing,0x0046D730,0x0046D798,88
Em14_act_chk,0x0046D800,0x0046D808,8
Em14_R1_br_walk,0x0046DCB0,0x0046DD50,160
Em14_R1_walk,0x0046DD60,0x0046DD64,4
Em14_R1_br_evt_walk,0x0046E110,0x0046E144,52
Em14_R1_evt_walk,0x0046E150,0x0046E318,376
Em14_R1_br_walk_away,0x0046E330,0x0046E338,8
Em14_R1_walk_away,0x0046E340,0x0046E344,4
Em14_R1_br_run_away,0x0046E5F0,0x0046E5F8,8
Em14_R1_run_away,0x0046E600,0x0046E604,4
Em14_R1_br_catch,0x0046E910,0x0046E9BC,168
Em14_R1_catch,0x0046E9D0,0x0046EA78,92
__bss_size,0x0046EAC2,0x0046EAD2,16
Em14_R1_br_long_catch,0x0046EAE0,0x0046EB94,180
Em14_R1_long_catch,0x0046EBB0,0x0046EDB4,148
Em14_R1_br_catch_front,0x0046EE00,0x0046EE08,8
Em14_R1_catch_front,0x0046EE10,0x0046EE18,8
Em14_R1_br_catch_back,0x0046F660,0x0046F668,8
Em14_R1_catch_back,0x0046F670,0x0046F678,8
Em14_R1_br_catch_critical,0x0046FF70,0x0046FF78,8
Em14_R1_catch_critical,0x0046FF80,0x0046FF84,4
Em14_R1_br_catch_miss,0x00470090,0x00470098,8
Em14_R1_catch_miss,0x004700A0,0x004700A4,4
Em14_R1_br_turn,0x00470160,0x00470168,8
Em14_R1_turn,0x00470170,0x00470174,4
Em14_R1_br_attack_small,0x00470320,0x00470328,8
Em14_R1_attack_small,0x00470330,0x00470334,4
Em14_R1_br_firebreath,0x004709C0,0x004709C8,8
Em14_R1_firebreath,0x004709D0,0x004709D4,4
Em14_R1_br_c_firebreath,0x00470B10,0x00470B18,8
Em14_R1_c_firebreath,0x00470B20,0x00470B24,4
Em14_R1_br_attack_yoyo,0x00470D00,0x00470D08,8
Em14_R1_attack_yoyo,0x00470D10,0x00470D14,4
Em14_R1_br_attack_yoyo2,0x00470E80,0x00470E88,8
Em14_R1_attack_yoyo2,0x00470E90,0x00470E94,4
Em14_R1_br_scream,0x00471140,0x00471148,8
Em14_R1_scream,0x00471150,0x0047115C,12
Em14_R1_br_threat,0x004713C0,0x004713C8,8
Em14_R1_threat,0x004713D0,0x004713D8,8
Em14_R1_br_threat_atk,0x00471750,0x00471758,8
Em14_R1_threat_atk,0x00471760,0x00471764,4
Em14_R1_br_guard,0x00471EF0,0x00471EF8,8
Em14_R1_guard,0x00471F00,0x00471F04,4
Em14_R1_br_sword_reflect,0x00472140,0x00472148,8
Em14_R1_sword_reflect,0x00472150,0x00472154,4
Em14_R1_br_guard_break,0x00472310,0x00472318,8
Em14_R1_guard_break,0x00472320,0x00472324,4
Em14_R0_damage,0x00472560,0x004725B0,80
Em14_R1_dm_br_small,0x004725C0,0x004725C8,8
Em14_R1_dm_small,0x004725D0,0x004725D4,4
Em14_R1_dm_br_blow_front,0x004727C0,0x004727C8,8
Em14_R1_dm_blow_front,0x004727D0,0x004727D4,4
Em14_R1_dm_br_blow_back,0x00472A90,0x00472A98,8
Em14_R1_dm_blow_back,0x00472AA0,0x00472AA4,4
Em14_R1_dm_br_blow_front2,0x00472D60,0x00472D68,8
Em14_R1_dm_blow_front2,0x00472D70,0x00472D74,4
Em14_R1_dm_br_upper,0x00472F40,0x00472F48,8
Em14_R1_dm_upper,0x00472F50,0x00472F54,4
Em14_R1_dm_br_upper2,0x00473280,0x00473288,8
Em14_R1_dm_upper2,0x00473290,0x00473294,4
Em14_R0_die,0x00473630,0x00473680,80
Em14_parts_bomb_set,0x00473690,0x00473694,4
Em14_parts_bomb_move,0x00473810,0x0047381C,12
Em14_R1_die_br_bomb,0x004739C0,0x004739C8,8
Em14_R1_die_bomb,0x004739D0,0x004739D4,4
Em14_R1_die_br_catch_f,0x00473BF0,0x00473BF8,8
Em14_R1_die_catch_f,0x00473C00,0x00473C04,4
Em14_R1_die_br_catch_b,0x00473F40,0x00473F48,8
Em14_R1_die_catch_b,0x00473F50,0x00473F54,4
Em14_R1_die_br_down,0x00474290,0x00474298,8
Em14_R1_die_down,0x004742A0,0x004742A4,4
Em14_R1_die_br_blow_front,0x004745E0,0x004745E8,8
Em14_R1_die_blow_front,0x004745F0,0x004745F4,4
Em14_R1_die_br_blow_back,0x004748F0,0x004748F8,8
Em14_R1_die_blow_back,0x00474900,0x00474904,4
Em14_bend_backward,0x00474C00,0x00474C08,8
Em14_move_backward,0x00474D20,0x00474D24,4
Em14_weapon_on_fire,0x00474E20,0x00474E24,4
Em14_firebreath_at_ck,0x00475370,0x00475380,16
Em14_firebreath_move,0x004755E0,0x004755EC,12
Em14_core_blink,0x00475C10,0x00475C1C,12
Em14_yoyo_set,0x00475EA0,0x00475EA4,4
Em14_yoyo_set2,0x00475FE0,0x00475FE4,4
Em14_yoyo_release,0x00476130,0x00476140,16
Em14_yoyo_release2,0x004763C0,0x004763D0,16
Em14_yoyo_rotation,0x00476620,0x0047663C,28
Em14_yoyo_up,0x004767E0,0x004767F8,24
Em14_yoyo_catch,0x00476A30,0x00476A44,20
Em14_yoyo_pull,0x00476C60,0x00476C6C,12
Em14_yoyo_move,0x00476E50,0x00476E58,8
Em14_catch_ck,0x00477610,0x0047776C,336
Em14_firebreath_ck,0x00477770,0x004777F4,132
Em14_devil_ck,0x00477810,0x00477814,4
Em14_set_crystal,0x00477970,0x00477988,24
Em14_die_scream,0x004779B0,0x00477A4C,156
Em14_em10_throw_mode,0x00477A50,0x00477AEC,156
Em14_scream_disp,0x00477AF0,0x00477D70,176
Em14_parts_bomb,0x00477D80,0x00477D90,16
Em14_R0_reset,0x00477D90,0x00477DB4,36
Em14_R1_reset00,0x00477DC0,0x00477DC4,4
Em14_R1_reset01,0x00477F60,0x00477F64,4
Em14_R1_reset02,0x00478130,0x00478138,8
Em14_R1_reset03,0x00478140,0x00478148,8
Pl_em_dam_em14_catch_f,0x00478150,0x00478154,4
Pl_em_dam_em14_catch_b,0x004784B0,0x004784B4,4
Pl_em_dam_em14_hang,0x00478820,0x004789A8,168
FUN_00478b50,0x00478B50,0x00478B6C,28
FUN_00478b88,0x00478B88,0x00478E50,388
FUN_00478e50,0x00478E50,0x00478EE8,148
FUN_00478ef0,0x00478EF0,0x00478EFC,12
Hang_line_disp,0x00478F10,0x00478F14,4
Em14_pl_hang_neck_move,0x00479400,0x00479474,116
Pl_em_die_em14_catch_f,0x00479480,0x0047951C,136
Pl_em_die_em14_catch_b,0x00479550,0x004795EC,136
Em14_die_lost,0x00479620,0x00479698,120
Em14_light_control,0x004796B0,0x004796B8,8
Em14_set_effect_water,0x00479930,0x00479938,8
Set_eff_em0b_brack,0x00479BD0,0x00479BD4,4
seteff_em0e_start_laser,0x00479CA0,0x00479CB0,16
MoviePcmInit,0x00479D50,0x00479E00,172
MoviePcmExit,0x00479E30,0x00479E58,40
audioDecPause,0x00479E80,0x00479EBC,60
audioDecResume,0x00479F00,0x00479F50,80
audioDecStart,0x00479F70,0x00479F78,8
audioDecReset,0x00479F80,0x00479FB4,52
audioDecBeginPut,0x00479FD0,0x0047A08C,188
audioDecEndPut,0x0047A090,0x0047A114,132
audioDecIsPreset,0x0047A120,0x0047A154,52
audioDecSendToIOP,0x0047A160,0x0047A164,4
iopGetArea,0x0047A320,0x0047A3C4,164
sendToIOP,0x0047A3D0,0x0047A3D4,4
sendToIOP2area,0x0047A450,0x0047A45C,12
changeInputVolume,0x0047A5B0,0x0047A5D4,36
StrPcmCallBack,0x0047A600,0x0047A610,16
MpegMovieDecodeInit,0x0047A6E0,0x0047A74C,108
MpegMovieDecode,0x0047A760,0x0047A764,4
Movie_set_loadimage3,0x0047AAA0,0x0047AAA8,8
MovieMpegInit,0x0047AD80,0x0047AE3C,188
getFIFOindex,0x0047AE50,0x0047AE90,64
viBufBeginPut,0x0047AE90,0x0047AEA0,16
viBufEndPut,0x0047AF80,0x0047AF84,4
StrM2vCallBack,0x0047AFE0,0x0047AFF0,16
viBufAddDMA,0x0047B0D0,0x0047B0D4,4
MpegNodataCallBack,0x0047B300,0x0047B304,4
MpegStopDmaCallBack,0x0047B3F0,0x0047B4D0,224
MpegRestartDmaCallBack,0x0047B4F0,0x0047B4F8,8
MpegTimeStampCallBack,0x0047B830,0x0047B850,32
videoDecFlush,0x0047B860,0x0047B904,160
viBufCount,0x0047B920,0x0047B950,48
videoDecIsFlushed,0x0047B970,0x0047B9A0,48
R000_init,0x0047B9B0,0x0047B9CC,28
R000_main,0x0047B9F0,0x0047BA0C,28
R000_fire_bg_init,0x0047BA10,0x0047BAD4,196
R000_fire_bg_trans,0x0047BBB0,0x0047BBCC,28
Emom_move,0x0047BC30,0x0047BCA8,120
Emom_R0_init,0x0047BCC0,0x0047BCC4,4
Emom_R0_move,0x0047BD80,0x0047BDD0,80
Emom_R1_br_wait,0x0047BDE0,0x0047BDE8,8
Emom_R1_wait,0x0047BDF0,0x0047BE3C,68
Emom_R1_sword,0x0047BE50,0x0047BE54,4
Emom_R1_vergil_sword,0x0047C130,0x0047C1A8,120
Emom_R0_damage,0x0047C1B0,0x0047C1B8,8
Emom_R0_die,0x0047C1C0,0x0047C1C8,8
Emom_R0_scenario,0x0047C1D0,0x0047C240,96
Set_effect_foot01_walk,0x0047C260,0x0047C2CC,108
Set_effect_foot01_run,0x0047C2E0,0x0047C34C,108
set_effect_footsound,0x0047C360,0x0047C3A0,64
Save_main_start,0x0047C3B0,0x0047C44C,152
Save_main,0x0047C480,0x0047C51C,156
Save_root,0x0047C790,0x0047C798,8
Save_menu_init,0x0047CAA0,0x0047CAA8,8
Save_menu_move,0x0047D030,0x0047D1B4,352
Save_menu_trans,0x0047D1D0,0x0047D1D4,4
Mission_menu_exit,0x0047DB80,0x0047DB8C,12
Powerup_menu,0x0047DF70,0x0047E018,168
Powerup_menu_init,0x0047E030,0x0047E038,8
Powerup_menu_move,0x0047E6D0,0x0047E6D8,8
Powerup_menu_trans,0x0047F4F0,0x0047F4F4,4
Obtain_skill,0x00480040,0x00480364,792
Make_stock_tbl,0x00480380,0x00480388,8
Make_skill_tbl,0x004808F0,0x004808F8,8
Get_mission_tex_no,0x00480A50,0x00480B54,232
Get_mission_clear_tex_no,0x00480B60,0x00480DD8,632
Get_shop_tex_no,0x00480DE0,0x00481218,1020
Get_shop_menu_tex_no,0x00481220,0x00481228,8
Mission_clear,0x00481230,0x004812B0,128
Mission_clear_start,0x00481590,0x00481598,8
Mission_clear_end,0x00481750,0x004817B8,104
Mission_clear_root,0x004817D0,0x004817D8,8
Mission_clear_01_exit,0x00482310,0x00482320,16
Mission_clear_01_save,0x00482320,0x00482350,48
Mission_clear_00_init,0x004823E0,0x004823E8,8
Mission_clear_00_time,0x00482990,0x00482994,4
Mission_clear_00_orbs,0x00482DB0,0x00482DB4,4
Mission_clear_00_keywait,0x004832B0,0x004832B8,8
Mission_clear_00_fade,0x004832C0,0x004832CC,12
Mission_clear_00_rank,0x004835B0,0x004835B8,8
Mission_clear_00_bonus,0x00483B90,0x00483B94,4
Mission_clear_00_boss,0x00484010,0x00484014,4
Mission_clear_00_perfect,0x004844A0,0x004844A4,4
Mission_clear_00_countup,0x00484930,0x004849E0,176
Mission_clear_00_menu,0x004849E0,0x004849E4,4
Mission_clear_01_main,0x00485100,0x00485124,36
Mission_clear_trans,0x00485130,0x00485140,16
Mission_clear_menu_env_trans,0x004854F0,0x00485530,64
Try_again,0x004855A0,0x00485620,128
Try_again_start,0x004856E0,0x004856E8,8
Try_again_end,0x00485870,0x004858F4,132
Try_again_root,0x00485910,0x00485918,8
Try_again_exit,0x00485C40,0x00485C50,16
Try_again_init,0x00485C50,0x00485C58,8
FUN_00485f00,0x00485F00,0x00486020,288
Try_again_move,0x00486040,0x00486090,80
Try_again_trans,0x00486130,0x00486134,4
Make_shop_menu_info,0x00486B80,0x00486B88,8
Mstart_menu_max,0x00486C50,0x00486CE4,144
Omc8_move,0x00486CF0,0x00486D10,32
Omc8_R0_init,0x00486D10,0x00486D24,20
Omc8_R0_move,0x00486D70,0x00486DA8,56
Omc8_R1_mv00,0x00486DC0,0x00486DC8,8
Omc8_R0_damage,0x00486DD0,0x00486DF0,32
Omc8_R1_dm00,0x00486DF0,0x00486E14,36
Omc8_R1_dm01,0x00486E20,0x00486E44,36
Omc8_R0_die,0x00486E50,0x00486E58,8
Omc8_dm_ck,0x00486E60,0x00486E84,32
Omc8_morph,0x00486E90,0x00486F2C,88
ectrl1e_init00_t00,0x00486F40,0x0048705C,256
Ectrl_1e,0x00487060,0x00487090,48
ectrl20_init00,0x00487090,0x004870F8,104
ectrl20_move10,0x00487110,0x00487158,72
ectrl20_move20,0x00487160,0x00487270,184
ectrl20_move30,0x00487290,0x004872BC,44
ectrl20_move40,0x004872C0,0x00487374,92
Ectrl_20,0x00487390,0x004873B0,32
ectrl29_init00_t00,0x004873B0,0x004873B8,8
ectrl29_init00_t03,0x00487E60,0x00487E68,8
Ectrl_29,0x004890A0,0x004890D0,48
ectrl2a_init00_t00,0x004890D0,0x004890D4,4
ectrl2a_move10_t00,0x004891D0,0x004891D4,4
ectrl2a_move20_t00,0x00489320,0x00489324,4
ectrl2a_init00_t01,0x00489430,0x00489464,52
Ectrl_2a,0x00489650,0x00489680,48
ectrl2b_init00_t00,0x00489680,0x00489690,16
ectrl2b_move10_t00,0x00489890,0x004898A0,16
ectrl2b_init00_t01,0x00489B20,0x00489B24,4
ectrl2b_move10_t01,0x00489C10,0x00489C14,4
Ectrl_2b,0x00489E10,0x00489E40,48
ectrl34_init00_t00,0x00489E40,0x00489E50,16
ectrl34_move10_t00,0x0048A110,0x0048A114,4
ectrl34_init00_t01,0x0048A3B0,0x0048A408,88
ectrl34_move10_t01,0x0048A410,0x0048A414,4
Ectrl_34,0x0048A750,0x0048A780,48
ectrl38_init00_t00,0x0048A780,0x0048A788,8
ectrl38_init00_t02,0x0048AE80,0x0048AE84,4
ectrl38_init00_t03,0x0048B230,0x0048B2D4,160
ectrl38_init00_t04,0x0048B350,0x0048B600,284
ectrl38_init00_t05,0x0048B6A0,0x0048B950,284
ectrl38_init00_t06,0x0048B9F0,0x0048B9F4,4
Ectrl_38,0x0048BF70,0x0048BFA0,48
ectrl39_init00_t00,0x0048BFA0,0x0048BFD8,56
ectrl39_move10_t00,0x0048C0F0,0x0048C0F8,8
ectrl39_init00_t01,0x0048C100,0x0048C108,8
Ectrl_39,0x0048C110,0x0048C140,48
ectrl3a_init00_t00,0x0048C140,0x0048C144,4
ectrl3a_init00_t01,0x0048CA70,0x0048CA74,4
ectrl3a_init00_t02,0x0048D150,0x0048D154,4
ectrl3a_init00_t03,0x0048D4A0,0x0048D4A4,4
Ectrl_3a,0x0048DA30,0x0048DA60,48
ectrl3f_init00_t00,0x0048DA60,0x0048DA64,4
ectrl3f_move10_t00,0x0048DB00,0x0048DB04,4
ectrl3f_move20_t00,0x0048DC10,0x0048DC18,8
ectrl3f_end30_t00,0x0048DC20,0x0048DCDC,144
ectrl3f_init00_t01,0x0048DCE0,0x0048DCE8,8
ectrl3f_end10_t01,0x0048DF00,0x0048DF40,64
Ectrl_3f,0x0048DF40,0x0048DF70,48
ectrl44_init00_t00,0x0048DF70,0x0048DF74,4
Ectrl_44,0x0048E040,0x0048E070,48
Omab_move,0x0048E070,0x0048E090,32
Omab_R0_init,0x0048E090,0x0048E094,4
Omab_R0_move,0x0048E5A0,0x0048E5A4,4
Omab_R1_mv00,0x0048E8A0,0x0048E9E8,320
Omab_R1_mv01,0x0048EA00,0x0048EA04,4
Omab_R1_mv02,0x0048F080,0x0048F160,220
Omab_R1_mv03,0x0048F160,0x0048F164,4
Omab_R0_damage,0x0048F4C0,0x0048F4FC,60
Omab_R1_dm00,0x0048F510,0x0048F780,604
Omab_R1_dm01,0x0048F790,0x0048F794,4
Omab_R0_die,0x0048FC10,0x0048FC18,8
Door_ke_draw,0x0048FC20,0x0048FC54,52
Door_start,0x0048FC60,0x0048FCA8,72
Omab_Pl_atari_ck,0x0048FCE0,0x0048FCE8,8
Ombe_move,0x0048FD60,0x0048FD80,32
Ombe_R0_init,0x0048FD80,0x0048FDA8,40
Ombe_R0_wait,0x0048FDB0,0x004900D4,712
Ombe_R0_move,0x004900E0,0x00490100,32
Ombe_R1_mv00,0x00490100,0x00490108,8
Ombe_R0_die,0x00490110,0x00490124,20
Omc7_move,0x00490130,0x00490150,32
Omc7_R0_init,0x00490150,0x004901B4,100
Omc7_R0_move,0x004901C0,0x004901E0,32
Omc7_R1_taiki,0x004901E0,0x004901E8,8
Omc7_R1_break_taiki,0x004901F0,0x004901F8,8
Omc7_R0_damage,0x00490200,0x00490208,8
Omc7_R1_dm00,0x004902C0,0x004902C8,8
Omc7_R1_dm01,0x00490450,0x0049045C,12
Omc7_R0_die,0x00490730,0x00490788,88
Ombf_move,0x00490790,0x004907B0,32
Ombf_R0_init,0x004907B0,0x00490850,160
Ombf_R0_move,0x00490850,0x00490870,32
Ombf_R1_taiki,0x00490870,0x00490878,8
Ombf_R1_break_taiki,0x00490880,0x00490888,8
Ombf_R0_damage,0x00490890,0x00490898,8
Ombf_R1_dm00,0x00490950,0x00490958,8
Ombf_R1_dm01,0x00490B00,0x00490B0C,12
Ombf_R0_die,0x00490E00,0x00490E58,88
Ombf_effect_hokori,0x00490E60,0x00490E64,4
Ombf_effect_hokori2,0x00491080,0x00491084,4
Set_effect_em1a_flash,0x004912B0,0x004912B4,4
Set_effect_em1a_aura,0x00491640,0x00491660,32
Set_effect_em1a_aura2,0x00491800,0x00491808,8
Set_effect_em1a_aura_evt,0x00491CC0,0x00491CCC,12
Set_effect_em1a_aura_evt2,0x00491F30,0x00491F34,4
Set_effect_em1a_aura_evt3,0x00492280,0x0049228C,12
Set_effect_em1a_aura_evt4,0x004924C0,0x004924C8,8
Set_effect_em1a_fire_sword00,0x00492890,0x004928E0,80
Set_effect_em1a_sword_fireset0,0x00492900,0x00492944,68
Set_effect_em1a_sword_fire_st,0x00492950,0x00492958,8
Set_effect_em1a_fire_atk00,0x00492B50,0x00492B90,64
Set_effect_em1a_denki00,0x00492B90,0x00492B94,4
Set_effect_em1a_warp,0x00492D20,0x00492D24,4
Set_effect_em1a_damage,0x00492FB0,0x00492FBC,12
set_eff_em1a_denki_aura,0x00493210,0x00493214,4
set_eff_em1a_denki_aura2,0x00493690,0x00493694,4
set_eff_denki_hit,0x00493B10,0x00493B18,8
set_eff_fire_hit,0x00493BC0,0x00493BC4,4
set_eff_fire_store,0x00493CA0,0x00493CA4,4
set_eff_last_fire_store,0x00494270,0x00494274,4
seteff_hand_maz,0x00494840,0x0049484C,12
seteff_grenade_maz,0x00494AE0,0x00494AE4,4
seteff_grenade_maz_f,0x00494C00,0x00494C04,4
seteff_grenade_maz_e,0x00494D20,0x00494D24,4
seteff_laser_collect,0x00494EA0,0x00494F64,176
seteff_laser_maz,0x00494F70,0x00494F80,16
seteff_tera_hit,0x00495210,0x00495214,4
seteff_air_hit,0x00495430,0x0049543C,12
seteff_jump_mark,0x00495610,0x0049563C,28
seteff_gauge_recover,0x004956D0,0x004957FC,292
eff_untouchable_set,0x00495810,0x00495814,4
eff_untouchable_del,0x004958D0,0x00495A40,368
set_eff_40a_fire_store,0x00495A50,0x00495A54,4
set_eff_40a_tr_store,0x00495CD0,0x00495CD4,4
seteff_em_hit_smoke,0x00496310,0x00496318,8
seteff_om2e_hit,0x00496490,0x00496494,4
seteff_time_stop_off,0x004966B0,0x004966D8,40
R217_init,0x00496760,0x00496780,32
R217_main,0x00496A50,0x00496A70,32
r217_sky_model_init,0x00496A80,0x00496AE4,100
r217_sky_model_move,0x00496AF0,0x00496B24,52
r217_se_loop,0x00496B70,0x00496B74,4
r217_water_move,0x00496C70,0x00496C74,4
r217_falls_smoke_move,0x00496DD0,0x00497058,152
r217_lift_up,0x00497140,0x00497148,8
r217_lift_down,0x004972C0,0x004972C8,8
r217_lift_check,0x00497450,0x0049750C,140
r217_lift_out,0x00497530,0x00497580,68
seteff_ripple,0x004975A0,0x004975A4,4
eff_water_move_initial,0x00497640,0x00497654,20
Esp_field_set,0x004978C0,0x004978D0,16
Esp_wall_set,0x004979E0,0x00497A94,172
Esp_scenario_set,0x00497AA0,0x00497AB0,16
Esp_kind_del,0x00497B90,0x00497BB8,40
Eff_exp_value_set,0x00497BE0,0x00497BE8,8
Eff_exp_num_set,0x00497BF0,0x00497C00,16
Eff_exp_num_r405_set,0x00497E60,0x00497E68,8
Eff_blood_set,0x00497F70,0x00497F7C,12
Eff_spark_set,0x00497FF0,0x00498000,16
Eff_mist_set,0x00498190,0x0049819C,12
Eff_back_light_del,0x00498430,0x004984C8,152
Eff_bub_set,0x004984E0,0x004984E8,8
Eff_map_point_set,0x00498680,0x004986C4,68
Eff_map_point_sub_set,0x004986F0,0x00498734,68
Eff_sub_soul_set,0x00498760,0x004987CC,108
Eff_kira_del,0x004988D0,0x004988F4,36
Eff_cel_dust_set,0x00498900,0x00498924,36
File_menu,0x004989C0,0x00498A9C,208
File_menu_init,0x00498AB0,0x00498AB4,4
File_menu_move,0x00498DB0,0x00499040,500
Enemy_menu_move,0x00499060,0x00499064,4
File_menu_trans,0x004996C0,0x004996C4,4
Mission_disp,0x0049B230,0x0049B234,4
Find_enemy_weak_point,0x0049B560,0x0049B5B8,88
Make_enemy_file_list,0x0049B5C0,0x0049B620,96
Weakpoint_disp,0x0049B620,0x0049B624,4
FUN_0049c1e0,0x0049C1E0,0x0049C21C,60
Omba_move,0x0049C250,0x0049C270,32
Omba_R0_init,0x0049C270,0x0049C2EC,96
Omba_R0_move,0x0049C300,0x0049C320,32
Omba_R1_taiki,0x0049C320,0x0049C328,8
Omba_R1_down,0x0049C330,0x0049C394,68
Omba_R1_up,0x0049C470,0x0049C4F0,68
Omba_R0_damage,0x0049C5D0,0x0049C5D8,8
Omba_R0_die,0x0049C5E0,0x0049C5E8,8
Omdb_move,0x0049C5F0,0x0049C610,32
Omdb_R0_init,0x0049C610,0x0049C614,4
Omdb_R0_move,0x0049C800,0x0049C820,32
Omdb_R1_mv00,0x0049C820,0x0049C824,4
FUN_0049cde0,0x0049CDE0,0x0049CEEC,92
Omdb_R1_mv01,0x0049CF50,0x0049CF58,8
Omdb_R1_mv02,0x0049CF60,0x0049CF64,4
Omdb_R0_damage,0x0049D360,0x0049D368,8
Omdb_R1_dm00,0x0049D450,0x0049D6AC,392
FUN_0049d580,0x0049D580,0x0049D588,8
Omdb_R1_dm01,0x0049D6C0,0x0049D9CC,300
Omdb_R0_die,0x0049D9E0,0x0049D9E8,8
Omdb_dm_ck,0x0049D9F0,0x0049DBAC,440
Omdb_scr_at_ck,0x0049DBB0,0x0049DBBC,12
Set_omdb,0x0049DC40,0x0049DC4C,12
Set_rock,0x0049DF70,0x0049DF7C,12
Doordemo_main,0x0049E0C0,0x0049E0C8,8
Door_move_normal,0x0049E420,0x0049E9D0,536
FUN_0049e4e0,0x0049E4E0,0x0049E4E8,8
Door_move_black,0x0049E9E0,0x0049EC8C,360
Door_move_white,0x0049ECA0,0x0049EFAC,444
Door_move_red,0x0049EFC0,0x0049F2C4,448
Door_move_nm,0x0049F2E0,0x0049F7A0,700
Doordemo_end_modoki,0x0049F7B0,0x0049F7B4,4
Scene_set_common,0x0049F930,0x0049F9DC,172
Em_cam_set,0x0049F9E0,0x0049FAEC,260
Em_critical_move,0x0049FAF0,0x0049FAFC,12
FUN_0049fec0,0x0049FEC0,0x0049FF2C,716
Crit_light_pos_set,0x0049FF50,0x0049FF54,4
Em_critical_stop,0x0049FFD0,0x004A00B8,232
Em_critical_common,0x004A00C0,0x004A0168,168
Continue_main,0x004A01B0,0x004A01B8,8
Game_over_check,0x004A04F0,0x004A0540,80
Game_over_exec,0x004A0550,0x004A0554,4
Game_over_main,0x004A06B0,0x004A06B4,4
Backup_save_work,0x004A0C90,0x004A0CB0,32
Overwrite_save_work,0x004A0D20,0x004A0D68,72
Restore_save_work,0x004A0DE0,0x004A0E60,128
Restore_check,0x004A0E70,0x004A1324,1204
Create_save_data,0x004A1330,0x004A1334,4
FUN_004a1440,0x004A1440,0x004A1470,48
Send_save_data,0x004A1800,0x004A1824,36
FUN_004a1860,0x004A1860,0x004A1868,8
Mission_game_init,0x004A18E0,0x004A19FC,284
Mission_start_set,0x004A1A10,0x004A1A48,56
Mission_set,0x004A1A50,0x004A1B90,320
FUN_004a1c00,0x004A1C00,0x004A1EE0,736
FUN_004a1ee0,0x004A1EE0,0x004A1F48,104
Mission_start,0x004A1F60,0x004A1F68,8
Easy_start_main,0x004A2150,0x004A215C,12
FUN_004a2300,0x004A2300,0x004A24C8,280
Mission_end_set,0x004A24F0,0x004A2568,120
Mission_end_main,0x004A2580,0x004A2584,4
_Get_time,0x004A2990,0x004A2A14,132
_Get_time2,0x004A2A20,0x004A2A8C,108
Bonus_check,0x004A2A90,0x004A2C00,360
FUN_004a2c00,0x004A2C00,0x004A2DA0,300
FUN_004a2ce0,0x004A2CE0,0x004A2CFC,28
Mission_move,0x004A2DA0,0x004A2DDC,60
Mission_move_nop,0x004A2DF0,0x004A2DF8,8
Mission_move_5,0x004A2E00,0x004A324C,232
Mission_move_7,0x004A3260,0x004A3368,260
Mission_move_8,0x004A3380,0x004A3438,184
Mission_move_23,0x004A3440,0x004A3964,336
S_mission_set,0x004A3980,0x004A3A98,260
S_mission_start,0x004A3AB0,0x004A3B68,156
S_mission_start2,0x004A3B80,0x004A3D14,348
S_mission_end_set,0x004A3D30,0x004A3DE0,176
FUN_004a3de0,0x004A3DE0,0x004A3E54,84
S_mission_end2,0x004A3E60,0x004A3E9C,60
S_mission_init_retry,0x004A3F00,0x004A3F5C,92
S_mission_move,0x004A3F60,0x004A3F84,36
Om3d_move,0x004A3F90,0x004A3FB0,32
Om3d_R0_init,0x004A3FB0,0x004A3FE0,48
Om3d_R0_wait,0x004A40D0,0x004A4140,112
FUN_004a4140,0x004A4140,0x004A4324,324
FUN_004a4260,0x004A4260,0x004A441C,260
Om3d_R0_move,0x004A4430,0x004A4450,32
Om3d_R1_mv00,0x004A4450,0x004A4458,8
Om3d_R0_die,0x004A4460,0x004A4474,20
Om3d_morph,0x004A4480,0x004A4484,4
Om3d_dm_ck,0x004A4530,0x004A45CC,156
Em13_move,0x004A45F0,0x004A4704,276
Em13_R0_init,0x004A47A0,0x004A4864,192
Em13_R0_move,0x004A4870,0x004A4878,8
Em13_R1_move_type02,0x004A4880,0x004A48D0,80
Em13_R1_br_haizuri,0x004A48E0,0x004A48E8,8
Em13_R1_haizuri,0x004A48F0,0x004A4978,112
Em13_R1_br_kuzure_haizuri,0x004A4990,0x004A4998,8
Em13_R1_kuzure_haizuri,0x004A49A0,0x004A4A04,84
Em13_R1_br_kuzure_haizuri2,0x004A4A20,0x004A4A28,8
Em13_R1_kuzure_haizuri2,0x004A4A30,0x004A4A94,84
Em13_R1_br_atk_hai,0x004A4AB0,0x004A4AB8,8
Em13_R1_atk_hai,0x004A4AC0,0x004A4AFC,56
FUN_004a4b00,0x004A4B00,0x004A4B24,36
Em13_R1_br_kuzure,0x004A4B40,0x004A4B48,8
Em13_R1_kuzure,0x004A4B50,0x004A4BD0,112
Em13_R1_br_atk_kuzure,0x004A4BE0,0x004A4BE8,8
Em13_R1_atk_kuzure,0x004A4BF0,0x004A4BF8,8
Em13_R1_br_kuzure_final,0x004A4C00,0x004A4C08,8
Em13_R1_kuzure_final,0x004A4C10,0x004A4C90,112
Em13_R1_br_damage,0x004A4CA0,0x004A4CA8,8
